"assembled_transcript","Pru_locus"
"TR4740-c0_g1_i1","Pc21g01690"
"TR738-c0_g1_i1","Pc21g01690"
"TR3925-c0_g1_i1","Pc21g01690"
"TR556-c0_g1_i1","Pc21g01690"
"TR7690-c0_g1_i1","Pc21g01690"
"TR12850-c1_g1_i1","Pc21g01690"
"TR12850-c0_g1_i1","Pc21g01690"
"TR9796-c0_g1_i1","Pc21g01690"
"TR3123-c0_g1_i1","Pc21g01710"
"TR10606-c0_g1_i1","Pc21g01710"
"TR6709-c0_g1_i1","Pc21g01720"
"TR4370-c0_g1_i1","Pc21g01750"
"TR15144-c0_g1_i1","Pc21g01760"
"TR770-c0_g1_i1","Pc21g01770"
"TR6952-c0_g1_i1","Pc21g01780"
"TR10293-c0_g1_i1","Pc21g01780"
"TR1200-c0_g1_i1","Pc21g01780"
"TR11582-c0_g1_i1","Pc21g01810"
"TR12489-c0_g1_i1","Pc21g01820"
"TR11686-c0_g1_i1","Pc21g01920"
"TR4712-c0_g1_i1","Pc21g01920"
"TR14150-c0_g1_i1","Pc21g01920"
"TR11686-c1_g1_i1","Pc21g01920"
"TR306-c0_g1_i1","Pc21g01930"
"TR9594-c0_g1_i1","Pc21g01940"
"TR9396-c0_g1_i1","Pc21g01970"
"TR6427-c0_g1_i1","Pc21g01980"
"TR5979-c0_g1_i1","Pc21g01980"
"TR3417-c0_g1_i1","Pc21g02040"
"TR12259-c0_g1_i1","Pc21g02050"
"TR3771-c0_g1_i1","Pc21g02080"
"TR4868-c0_g1_i1","Pc21g02100"
"TR2385-c0_g1_i1","Pc21g02150"
"TR9670-c0_g1_i1","Pc21g02160"
"TR3137-c0_g1_i1","Pc21g02200"
"TR12329-c0_g1_i1","Pc21g02200"
"TR9454-c0_g1_i1","Pc21g02200"
"TR1180-c0_g1_i1","Pc21g02210"
"TR931-c0_g1_i1","Pc21g02240"
"TR9498-c0_g1_i1","Pc21g02240"
"TR4497-c0_g1_i1","Pc21g02240"
"TR7336-c0_g1_i1","Pc21g02240"
"TR8565-c0_g1_i1","Pc21g02240"
"TR4333-c0_g1_i1","Pc21g02240"
"TR12934-c0_g1_i1","Pc21g02240"
"TR3291-c0_g1_i1","Pc21g02240"
"TR4907-c0_g1_i1","Pc21g02260"
"TR5756-c0_g1_i1","Pc21g02280"
"TR646-c0_g1_i1","Pc21g02360"
"TR1140-c0_g1_i1","Pc21g02370"
"TR5467-c0_g1_i1","Pc21g02410"
"TR4465-c0_g1_i1","Pc21g02420"
"TR1758-c0_g1_i1","Pc21g02430"
"TR9264-c0_g1_i1","Pc21g02440"
"TR875-c0_g1_i1","Pc21g02450"
"TR9080-c0_g1_i1","Pc21g02450"
"TR8795-c0_g1_i1","Pc21g02470"
"TR9958-c0_g1_i1","Pc21g02470"
"TR1984-c0_g1_i1","Pc21g02470"
"TR4691-c0_g1_i1","Pc21g02470"
"TR10452-c0_g1_i1","Pc21g02470"
"TR15195-c0_g1_i1","Pc21g02500"
"TR7752-c0_g1_i1","Pc21g02500"
"TR2473-c0_g1_i1","Pc21g02500"
"TR10368-c0_g1_i1","Pc21g02500"
"TR12763-c0_g1_i1","Pc21g02500"
"TR11877-c0_g1_i1","Pc21g02500"
"TR4916-c0_g1_i1","Pc21g02500"
"TR11269-c0_g1_i1","Pc21g02500"
"TR3965-c0_g1_i1","Pc21g02530"
"TR6987-c0_g1_i1","Pc21g02570"
"TR6192-c0_g1_i1","Pc21g02650"
"TR11242-c0_g1_i1","Pc21g02810"
"TR9382-c0_g1_i1","Pc21g02870"
"TR419-c0_g1_i1","Pc21g02870"
"TR1349-c0_g1_i1","Pc21g02870"
"TR14674-c0_g1_i1","Pc21g02870"
"TR337-c0_g1_i1","Pc21g02880"
"TR13962-c0_g1_i1","Pc21g02880"
"TR9631-c0_g1_i1","Pc21g02900"
"TR10754-c0_g1_i1","Pc21g02910"
"TR13545-c0_g1_i1","Pc21g02910"
"TR11830-c0_g1_i1","Pc21g02920"
"TR7508-c0_g1_i1","Pc21g02930"
"TR6033-c0_g1_i1","Pc21g02940"
"TR11448-c0_g1_i1","Pc21g02970"
"TR5905-c0_g1_i1","Pc21g02980"
"TR5905-c0_g2_i1","Pc21g02980"
"TR3685-c0_g1_i1","Pc21g03020"
"TR12583-c0_g1_i1","Pc21g03050"
"TR4395-c0_g1_i1","Pc21g03060"
"TR4917-c0_g1_i1","Pc21g03070"
"TR6282-c0_g1_i1","Pc21g03080"
"TR8997-c0_g1_i1","Pc21g03090"
"TR3801-c0_g1_i1","Pc21g03090"
"TR3822-c0_g1_i1","Pc21g03130"
"TR3052-c0_g1_i1","Pc21g03140"
"TR11650-c0_g2_i1","Pc21g03150"
"TR11650-c0_g1_i1","Pc21g03150"
"TR13949-c0_g1_i1","Pc21g03160"
"TR11302-c0_g1_i1","Pc21g03160"
"TR10827-c0_g1_i1","Pc21g03180"
"TR9628-c0_g1_i1","Pc21g03230"
"TR13247-c0_g1_i1","Pc21g03250"
"TR5054-c0_g1_i1","Pc21g03290"
"TR13031-c0_g1_i1","Pc21g03300"
"TR14386-c0_g1_i1","Pc21g03310"
"TR6475-c0_g1_i1","Pc21g03320"
"TR941-c0_g1_i1","Pc21g03320"
"TR12488-c0_g1_i1","Pc21g03320"
"TR5850-c0_g1_i1","Pc21g03340"
"TR4935-c0_g1_i1","Pc21g03360"
"TR4591-c0_g1_i1","Pc21g03370"
"TR8214-c0_g1_i1","Pc21g03380"
"TR7653-c0_g1_i1","Pc21g03390"
"TR8161-c0_g1_i1","Pc21g03400"
"TR7401-c0_g1_i1","Pc21g03430"
"TR15058-c0_g1_i1","Pc21g03440"
"TR10934-c0_g1_i1","Pc21g03450"
"TR2398-c0_g1_i1","Pc21g03450"
"TR5983-c0_g1_i1","Pc21g03460"
"TR8731-c0_g1_i1","Pc21g03460"
"TR7473-c0_g2_i1","Pc21g03460"
"TR7279-c0_g1_i1","Pc21g03460"
"TR7473-c0_g1_i1","Pc21g03460"
"TR9290-c0_g1_i1","Pc21g03460"
"TR6932-c0_g1_i1","Pc21g03510"
"TR9082-c0_g1_i1","Pc21g03510"
"TR6631-c0_g1_i1","Pc21g03510"
"TR15145-c1_g1_i1","Pc21g03540"
"TR10152-c0_g1_i1","Pc21g03560"
"TR786-c0_g1_i1","Pc21g03560"
"TR14855-c0_g1_i1","Pc21g03590"
"TR4000-c0_g1_i1","Pc21g03650"
"TR14924-c0_g1_i1","Pc21g03780"
"TR531-c0_g1_i1","Pc21g03920"
"TR9436-c0_g1_i1","Pc21g03920"
"TR8209-c0_g1_i1","Pc21g03920"
"TR8416-c1_g1_i1","Pc21g03920"
"TR2481-c0_g1_i1","Pc21g03920"
"TR1355-c0_g1_i1","Pc21g03920"
"TR5791-c0_g1_i1","Pc21g03920"
"TR2902-c0_g1_i1","Pc21g03930"
"TR7177-c0_g1_i1","Pc21g04010"
"TR9230-c0_g1_i1","Pc21g04010"
"TR7652-c0_g1_i1","Pc21g04110"
"TR14114-c0_g1_i1","Pc21g04110"
"TR2696-c0_g1_i1","Pc21g04150"
"TR13711-c0_g1_i1","Pc21g04150"
"TR6726-c0_g1_i1","Pc21g04160"
"TR6999-c0_g1_i1","Pc21g04170"
"TR8951-c0_g1_i1","Pc21g04190"
"TR2840-c0_g1_i1","Pc21g04200"
"TR5306-c0_g1_i1","Pc21g04210"
"TR10803-c0_g1_i1","Pc21g04210"
"TR11571-c0_g1_i1","Pc21g04210"
"TR8673-c0_g1_i1","Pc21g04210"
"TR7819-c0_g1_i1","Pc21g04220"
"TR7167-c0_g1_i1","Pc21g04220"
"TR4371-c0_g1_i1","Pc21g04230"
"TR8744-c0_g1_i1","Pc21g04240"
"TR14736-c0_g1_i1","Pc21g04240"
"TR10205-c0_g1_i1","Pc21g04240"
"TR14736-c0_g2_i1","Pc21g04240"
"TR1787-c0_g1_i1","Pc21g04240"
"TR12265-c0_g1_i1","Pc21g04260"
"TR12265-c1_g1_i1","Pc21g04260"
"TR3392-c0_g1_i1","Pc21g04270"
"TR12638-c0_g1_i1","Pc21g04310"
"TR9614-c0_g1_i1","Pc21g04330"
"TR4880-c0_g1_i1","Pc21g04330"
"TR11131-c0_g1_i1","Pc21g04360"
"TR4364-c0_g1_i1","Pc21g04360"
"TR2259-c0_g1_i1","Pc21g04400"
"TR8329-c0_g1_i1","Pc21g04410"
"TR14342-c0_g1_i1","Pc21g04430"
"TR5190-c0_g1_i1","Pc21g04450"
"TR6348-c0_g1_i1","Pc21g04470"
"TR4564-c0_g1_i1","Pc21g04480"
"TR11383-c0_g1_i1","Pc21g04490"
"TR3403-c0_g1_i1","Pc21g04500"
"TR7505-c0_g1_i1","Pc21g04500"
"TR10599-c0_g1_i1","Pc21g04500"
"TR13889-c1_g1_i1","Pc21g04500"
"TR10968-c0_g1_i1","Pc21g04560"
"TR12472-c0_g1_i1","Pc21g04580"
"TR4405-c0_g2_i1","Pc21g04590"
"TR4405-c0_g1_i1","Pc21g04590"
"TR7824-c0_g1_i1","Pc21g04600"
"TR2026-c0_g1_i1","Pc21g04610"
"TR5889-c0_g1_i1","Pc21g04620"
"TR7512-c0_g1_i1","Pc21g04620"
"TR14906-c0_g1_i1","Pc21g04620"
"TR9146-c0_g1_i1","Pc21g04650"
"TR12022-c0_g1_i1","Pc21g04660"
"TR986-c0_g1_i1","Pc21g04710"
"TR4264-c0_g1_i1","Pc21g04800"
"TR1733-c0_g1_i1","Pc21g04870"
"TR6349-c0_g1_i1","Pc21g04880"
"TR9405-c0_g1_i1","Pc21g04930"
"TR15068-c0_g1_i1","Pc21g05010"
"TR3148-c0_g1_i1","Pc21g05020"
"TR7532-c0_g1_i1","Pc21g05070"
"TR5456-c0_g1_i1","Pc21g05120"
"TR1304-c0_g1_i1","Pc21g05130"
"TR13698-c0_g1_i1","Pc21g05160"
"TR12655-c0_g1_i1","Pc21g05170"
"TR2103-c0_g1_i1","Pc21g05170"
"TR7455-c0_g1_i1","Pc21g05210"
"TR11078-c0_g1_i1","Pc21g05220"
"TR3839-c0_g1_i1","Pc21g05240"
"TR14409-c0_g1_i1","Pc21g05250"
"TR5912-c0_g1_i1","Pc21g05260"
"TR4227-c0_g1_i1","Pc21g05350"
"TR8426-c0_g1_i1","Pc21g05360"
"TR9854-c0_g1_i1","Pc21g05360"
"TR11901-c0_g1_i1","Pc21g05420"
"TR2322-c0_g1_i1","Pc21g05430"
"TR1801-c0_g1_i1","Pc21g05440"
"TR5446-c0_g1_i1","Pc21g05510"
"TR12668-c0_g1_i1","Pc21g05520"
"TR4455-c0_g1_i1","Pc21g05560"
"TR4189-c0_g1_i1","Pc21g05580"
"TR1003-c0_g1_i1","Pc21g05590"
"TR7104-c0_g1_i1","Pc21g05590"
"TR3442-c1_g1_i1","Pc21g05590"
"TR2822-c0_g1_i1","Pc21g05640"
"TR5248-c0_g1_i1","Pc21g05680"
"TR3849-c0_g1_i1","Pc21g05700"
"TR11260-c0_g1_i1","Pc21g05700"
"TR7056-c0_g1_i1","Pc21g05780"
"TR7613-c0_g1_i1","Pc21g05830"
"TR2990-c0_g1_i1","Pc21g05860"
"TR3674-c0_g1_i1","Pc21g05860"
"TR1211-c0_g1_i1","Pc21g05860"
"TR4065-c1_g1_i1","Pc21g05900"
"TR5990-c0_g1_i1","Pc21g05900"
"TR9108-c0_g1_i1","Pc21g05940"
"TR1723-c0_g1_i1","Pc21g05950"
"TR2053-c0_g1_i1","Pc21g05960"
"TR11177-c0_g1_i1","Pc21g06000"
"TR11537-c0_g1_i1","Pc21g06000"
"TR6015-c0_g1_i1","Pc21g06000"
"TR15197-c0_g1_i1","Pc21g06020"
"TR14148-c0_g1_i1","Pc21g06030"
"TR14007-c0_g1_i1","Pc21g06050"
"TR1657-c0_g1_i1","Pc21g06060"
"TR7355-c0_g1_i1","Pc21g06070"
"TR324-c0_g1_i1","Pc21g06110"
"TR6050-c0_g1_i1","Pc21g06110"
"TR13502-c0_g1_i1","Pc21g06160"
"TR10383-c0_g1_i1","Pc21g06190"
"TR2305-c0_g1_i1","Pc21g06200"
"TR9562-c0_g1_i1","Pc21g06210"
"TR14476-c0_g1_i1","Pc21g06220"
"TR13457-c0_g1_i1","Pc21g06240"
"TR9270-c0_g1_i1","Pc21g06320"
"TR461-c0_g1_i1","Pc21g06330"
"TR13294-c0_g1_i1","Pc21g06340"
"TR13832-c0_g1_i1","Pc21g06380"
"TR10780-c0_g1_i1","Pc21g06410"
"TR4589-c0_g1_i1","Pc21g06420"
"TR10603-c0_g1_i1","Pc21g06430"
"TR5043-c0_g1_i1","Pc21g06450"
"TR6907-c0_g1_i1","Pc21g06450"
"TR15065-c0_g1_i1","Pc21g06460"
"TR14163-c0_g1_i1","Pc21g06520"
"TR6051-c0_g1_i1","Pc21g06570"
"TR2073-c0_g1_i1","Pc21g06570"
"TR12427-c0_g1_i1","Pc21g06670"
"TR567-c0_g1_i1","Pc21g06690"
"TR1458-c0_g1_i1","Pc21g06700"
"TR9123-c0_g1_i1","Pc21g06700"
"TR7351-c0_g1_i1","Pc21g06700"
"TR11368-c0_g1_i1","Pc21g06720"
"TR4776-c0_g1_i1","Pc21g06730"
"TR4487-c0_g1_i1","Pc21g06790"
"TR10798-c0_g1_i1","Pc21g06810"
"TR15070-c0_g1_i1","Pc21g06820"
"TR4259-c0_g1_i1","Pc21g06850"
"TR8390-c0_g1_i1","Pc21g06860"
"TR5973-c0_g1_i1","Pc21g06890"
"TR2038-c0_g1_i1","Pc21g06890"
"TR2643-c0_g1_i1","Pc21g06890"
"TR2387-c3_g1_i1","Pc21g06900"
"TR2387-c0_g1_i1","Pc21g06900"
"TR12499-c0_g1_i1","Pc21g06900"
"TR9699-c0_g1_i1","Pc21g06900"
"TR2387-c2_g1_i1","Pc21g06900"
"TR7835-c0_g1_i1","Pc21g06900"
"TR14903-c0_g1_i1","Pc21g06900"
"TR14687-c0_g1_i1","Pc21g06900"
"TR292-c0_g1_i1","Pc21g06900"
"TR3093-c0_g1_i1","Pc21g06900"
"TR14928-c0_g1_i1","Pc21g06900"
"TR2387-c1_g1_i1","Pc21g06900"
"TR8062-c0_g1_i1","Pc21g06900"
"TR8834-c0_g1_i1","Pc21g06900"
"TR3924-c0_g1_i1","Pc21g06910"
"TR5997-c0_g1_i1","Pc21g06920"
"TR926-c0_g1_i1","Pc21g06930"
"TR7974-c0_g1_i1","Pc21g06930"
"TR10455-c0_g1_i1","Pc21g06930"
"TR2961-c0_g1_i1","Pc21g06930"
"TR3025-c0_g1_i1","Pc21g06930"
"TR3416-c0_g1_i1","Pc21g06940"
"TR15194-c0_g1_i1","Pc21g06960"
"TR11676-c0_g1_i1","Pc21g06990"
"TR13124-c0_g1_i1","Pc21g07000"
"TR3350-c0_g1_i1","Pc21g07010"
"TR4864-c0_g1_i1","Pc21g07010"
"TR10701-c0_g1_i1","Pc21g07020"
"TR12726-c0_g1_i1","Pc21g07030"
"TR7980-c0_g1_i1","Pc21g07040"
"TR13770-c0_g1_i1","Pc21g07090"
"TR10052-c0_g1_i1","Pc21g07170"
"TR5964-c0_g1_i1","Pc21g07170"
"TR10782-c0_g1_i1","Pc21g07210"
"TR7049-c0_g1_i1","Pc21g07220"
"TR14400-c0_g1_i1","Pc21g07230"
"TR5003-c0_g1_i1","Pc21g07250"
"TR13780-c0_g1_i1","Pc21g07250"
"TR5439-c0_g1_i1","Pc21g07260"
"TR4890-c0_g1_i1","Pc21g07270"
"TR11158-c0_g1_i1","Pc21g07370"
"TR7410-c0_g1_i1","Pc21g07390"
"TR9314-c0_g1_i1","Pc21g07420"
"TR6906-c0_g1_i1","Pc21g07430"
"TR11068-c0_g1_i1","Pc21g07450"
"TR713-c0_g1_i1","Pc21g07460"
"TR6583-c0_g1_i1","Pc21g07490"
"TR3329-c0_g2_i1","Pc21g07530"
"TR3329-c0_g1_i1","Pc21g07530"
"TR5553-c0_g1_i1","Pc21g07530"
"TR2666-c0_g1_i1","Pc21g07550"
"TR845-c0_g1_i1","Pc21g07560"
"TR620-c0_g1_i1","Pc21g07570"
"TR13279-c0_g1_i1","Pc21g07650"
"TR2671-c0_g1_i1","Pc21g07660"
"TR4417-c0_g1_i1","Pc21g07690"
"TR9374-c0_g1_i1","Pc21g07720"
"TR2797-c0_g1_i1","Pc21g07720"
"TR687-c0_g1_i1","Pc21g07730"
"TR7624-c0_g1_i1","Pc21g07730"
"TR829-c0_g1_i1","Pc21g07830"
"TR14405-c1_g1_i1","Pc21g07830"
"TR12980-c0_g1_i1","Pc21g07860"
"TR5506-c0_g1_i1","Pc21g07860"
"TR7920-c0_g1_i1","Pc21g07870"
"TR4131-c0_g1_i1","Pc21g07880"
"TR12192-c0_g1_i1","Pc21g07940"
"TR6329-c0_g1_i1","Pc21g07950"
"TR7350-c0_g1_i1","Pc21g07970"
"TR6684-c0_g1_i1","Pc21g07990"
"TR518-c0_g1_i1","Pc21g08020"
"TR12286-c0_g1_i1","Pc21g08020"
"TR14683-c0_g1_i1","Pc21g08020"
"TR3039-c0_g1_i1","Pc21g08020"
"TR7315-c0_g1_i1","Pc21g08020"
"TR5207-c0_g1_i1","Pc21g08020"
"TR11649-c0_g1_i1","Pc21g08020"
"TR5449-c0_g1_i1","Pc21g08020"
"TR973-c0_g1_i1","Pc21g08030"
"TR10078-c0_g1_i1","Pc21g08050"
"TR8445-c0_g1_i1","Pc21g08050"
"TR813-c0_g1_i1","Pc21g08060"
"TR13454-c0_g1_i1","Pc21g08090"
"TR9159-c0_g1_i1","Pc21g08150"
"TR1291-c0_g1_i1","Pc21g08150"
"TR11439-c0_g1_i1","Pc21g08220"
"TR7197-c1_g1_i1","Pc21g08240"
"TR897-c0_g1_i1","Pc21g08250"
"TR13979-c0_g1_i1","Pc21g08260"
"TR7877-c0_g1_i1","Pc21g08310"
"TR9149-c0_g1_i1","Pc21g08390"
"TR8938-c0_g1_i1","Pc21g08400"
"TR1153-c0_g1_i1","Pc21g08410"
"TR9089-c0_g1_i1","Pc21g08420"
"TR7940-c0_g1_i1","Pc21g08430"
"TR482-c0_g1_i1","Pc21g08440"
"TR12381-c0_g1_i1","Pc21g08510"
"TR865-c0_g1_i1","Pc21g08580"
"TR4353-c0_g1_i1","Pc21g08590"
"TR255-c0_g1_i1","Pc21g08610"
"TR1705-c0_g1_i1","Pc21g08620"
"TR12418-c0_g1_i1","Pc21g08660"
"TR11300-c0_g1_i1","Pc21g08680"
"TR7141-c0_g1_i1","Pc21g08730"
"TR346-c0_g1_i1","Pc21g08750"
"TR3856-c0_g1_i1","Pc21g08760"
"TR2139-c0_g1_i1","Pc21g08780"
"TR11804-c0_g1_i1","Pc21g08780"
"TR5731-c0_g1_i1","Pc21g08790"
"TR13840-c0_g1_i1","Pc21g08790"
"TR8176-c0_g1_i1","Pc21g08840"
"TR11138-c0_g1_i1","Pc21g08840"
"TR8643-c0_g1_i1","Pc21g08900"
"TR9887-c0_g1_i1","Pc21g08910"
"TR8586-c0_g1_i1","Pc21g08920"
"TR3112-c0_g1_i1","Pc21g09040"
"TR6233-c0_g1_i1","Pc21g09040"
"TR6290-c0_g1_i1","Pc21g09080"
"TR12190-c0_g1_i1","Pc21g09090"
"TR5566-c0_g1_i1","Pc21g09100"
"TR12069-c0_g1_i1","Pc21g09100"
"TR12193-c0_g1_i1","Pc21g09120"
"TR9836-c0_g1_i1","Pc21g09130"
"TR1760-c0_g1_i1","Pc21g09140"
"TR3260-c0_g1_i1","Pc21g09150"
"TR11410-c0_g1_i1","Pc21g09160"
"TR14153-c0_g1_i1","Pc21g09170"
"TR204-c0_g1_i1","Pc21g09300"
"TR10320-c0_g1_i1","Pc21g09300"
"TR664-c0_g1_i1","Pc21g09300"
"TR14803-c0_g1_i1","Pc21g09300"
"TR4852-c0_g1_i1","Pc21g09300"
"TR11367-c0_g1_i1","Pc21g09300"
"TR4852-c1_g1_i1","Pc21g09300"
"TR3308-c0_g1_i1","Pc21g09300"
"TR8081-c0_g1_i1","Pc21g09300"
"TR4312-c0_g1_i1","Pc21g09300"
"TR12212-c0_g1_i1","Pc21g09350"
"TR13387-c0_g1_i1","Pc21g09380"
"TR10941-c0_g1_i1","Pc21g09520"
"TR13974-c0_g1_i1","Pc21g09520"
"TR9891-c0_g1_i1","Pc21g09520"
"TR8480-c0_g1_i1","Pc21g09560"
"TR15133-c0_g1_i1","Pc21g09570"
"TR7881-c0_g1_i1","Pc21g09570"
"TR9781-c0_g1_i1","Pc21g09610"
"TR8944-c0_g1_i1","Pc21g09630"
"TR8227-c0_g1_i1","Pc21g09630"
"TR14832-c0_g1_i1","Pc21g09680"
"TR6077-c0_g1_i1","Pc21g09680"
"TR1146-c0_g2_i1","Pc21g09690"
"TR1146-c0_g1_i1","Pc21g09690"
"TR5996-c0_g1_i1","Pc21g09700"
"TR4419-c0_g1_i1","Pc21g09700"
"TR8399-c1_g1_i1","Pc21g09700"
"TR4050-c0_g1_i1","Pc21g09700"
"TR3386-c0_g1_i1","Pc21g09700"
"TR9088-c0_g1_i1","Pc21g09700"
"TR14471-c0_g1_i1","Pc21g09700"
"TR4053-c0_g1_i1","Pc21g09700"
"TR10148-c0_g1_i1","Pc21g09700"
"TR13258-c0_g1_i1","Pc21g09700"
"TR11191-c0_g1_i1","Pc21g09730"
"TR11018-c0_g1_i1","Pc21g09820"
"TR2327-c0_g1_i1","Pc21g09830"
"TR9512-c0_g1_i1","Pc21g09830"
"TR1573-c0_g1_i1","Pc21g09860"
"TR9391-c0_g1_i1","Pc21g09900"
"TR15168-c0_g1_i1","Pc21g09910"
"TR12776-c0_g1_i1","Pc21g09910"
"TR4871-c0_g1_i1","Pc21g09910"
"TR8002-c0_g1_i1","Pc21g09930"
"TR3205-c0_g1_i1","Pc21g10060"
"TR5747-c0_g1_i1","Pc21g10070"
"TR4268-c0_g1_i1","Pc21g10080"
"TR1125-c0_g1_i1","Pc21g10100"
"TR4459-c0_g1_i1","Pc21g10150"
"TR10709-c0_g1_i1","Pc21g10160"
"TR6292-c0_g1_i1","Pc21g10170"
"TR1227-c0_g1_i1","Pc21g10230"
"TR14129-c0_g1_i1","Pc21g10250"
"TR14799-c0_g1_i1","Pc21g10250"
"TR6196-c0_g1_i1","Pc21g10260"
"TR12822-c0_g1_i1","Pc21g10300"
"TR5971-c0_g1_i1","Pc21g10330"
"TR1271-c2_g1_i1","Pc21g10340"
"TR14690-c0_g1_i1","Pc21g10350"
"TR11103-c0_g1_i1","Pc21g10350"
"TR10765-c1_g1_i1","Pc21g10350"
"TR2333-c0_g1_i1","Pc21g10350"
"TR3369-c0_g1_i1","Pc21g10350"
"TR3969-c0_g1_i1","Pc21g10350"
"TR930-c0_g1_i1","Pc21g10350"
"TR7602-c0_g1_i1","Pc21g10350"
"TR9071-c0_g1_i1","Pc21g10350"
"TR6677-c0_g1_i1","Pc21g10350"
"TR9115-c0_g1_i1","Pc21g10360"
"TR12962-c0_g1_i1","Pc21g10370"
"TR13766-c1_g1_i1","Pc21g10370"
"TR124-c0_g1_i1","Pc21g10370"
"TR10090-c0_g1_i1","Pc21g10380"
"TR8371-c0_g1_i1","Pc21g10400"
"TR1615-c0_g1_i1","Pc21g10420"
"TR5958-c0_g1_i1","Pc21g10430"
"TR11560-c0_g1_i1","Pc21g10460"
"TR8303-c0_g1_i1","Pc21g10560"
"TR10625-c0_g1_i1","Pc21g10710"
"TR4076-c0_g1_i1","Pc21g10830"
"TR8972-c0_g1_i1","Pc21g10830"
"TR2513-c0_g1_i1","Pc21g10850"
"TR15093-c0_g1_i1","Pc21g10860"
"TR3691-c0_g1_i1","Pc21g10860"
"TR13720-c0_g1_i1","Pc21g10870"
"TR2936-c0_g1_i1","Pc21g10870"
"TR3364-c0_g1_i1","Pc21g10870"
"TR1335-c0_g1_i1","Pc21g10900"
"TR15047-c0_g1_i1","Pc21g10910"
"TR4030-c0_g1_i1","Pc21g10910"
"TR2863-c0_g1_i1","Pc21g10950"
"TR2376-c0_g1_i1","Pc21g10950"
"TR1767-c0_g1_i1","Pc21g11050"
"TR1170-c0_g1_i1","Pc21g11060"
"TR5182-c0_g1_i1","Pc21g11110"
"TR13455-c0_g1_i1","Pc21g11110"
"TR3209-c0_g1_i1","Pc21g11160"
"TR3176-c0_g1_i1","Pc21g11170"
"TR3827-c1_g1_i1","Pc21g11170"
"TR12998-c0_g1_i1","Pc21g11170"
"TR2996-c0_g1_i1","Pc21g11220"
"TR9191-c0_g1_i1","Pc21g11270"
"TR12790-c0_g1_i1","Pc21g11270"
"TR12790-c1_g1_i1","Pc21g11270"
"TR11580-c0_g1_i1","Pc21g11280"
"TR11767-c0_g1_i1","Pc21g11280"
"TR5512-c0_g1_i1","Pc21g11290"
"TR7649-c0_g1_i1","Pc21g11310"
"TR3655-c0_g1_i1","Pc21g11350"
"TR9278-c0_g1_i1","Pc21g11360"
"TR12589-c0_g1_i1","Pc21g11370"
"TR816-c0_g1_i1","Pc21g11380"
"TR816-c0_g2_i1","Pc21g11380"
"TR11441-c0_g1_i1","Pc21g11410"
"TR14715-c0_g1_i1","Pc21g11420"
"TR14327-c0_g1_i1","Pc21g11430"
"TR643-c0_g1_i1","Pc21g11440"
"TR5934-c0_g1_i1","Pc21g11450"
"TR9236-c0_g1_i1","Pc21g11490"
"TR9454-c1_g1_i1","Pc21g11520"
"TR29-c0_g1_i1","Pc21g11540"
"TR7238-c0_g1_i1","Pc21g11550"
"TR336-c0_g1_i1","Pc21g11580"
"TR10767-c0_g1_i1","Pc21g11590"
"TR2279-c0_g1_i1","Pc21g11590"
"TR1034-c0_g1_i1","Pc21g11600"
"TR9359-c0_g1_i1","Pc21g11670"
"TR9650-c0_g1_i1","Pc21g11700"
"TR9504-c0_g1_i1","Pc21g11710"
"TR9347-c0_g1_i1","Pc21g11720"
"TR1298-c0_g1_i1","Pc21g11730"
"TR5851-c0_g1_i1","Pc21g11750"
"TR14240-c0_g1_i1","Pc21g11760"
"TR3986-c0_g1_i1","Pc21g11820"
"TR4302-c0_g1_i1","Pc21g11830"
"TR13318-c0_g1_i1","Pc21g11890"
"TR9012-c0_g1_i1","Pc21g11930"
"TR3404-c0_g1_i1","Pc21g11940"
"TR8690-c0_g1_i1","Pc21g11950"
"TR7664-c0_g1_i1","Pc21g11960"
"TR3374-c0_g1_i1","Pc21g12030"
"TR13930-c0_g1_i1","Pc21g12040"
"TR11050-c0_g1_i1","Pc21g12060"
"TR13990-c0_g1_i1","Pc21g12080"
"TR9160-c0_g1_i1","Pc21g12110"
"TR11746-c0_g1_i1","Pc21g12110"
"TR8914-c0_g1_i1","Pc21g12120"
"TR2105-c0_g1_i1","Pc21g12160"
"TR9272-c1_g1_i1","Pc21g12230"
"TR4535-c0_g1_i1","Pc21g12240"
"TR4535-c0_g2_i1","Pc21g12240"
"TR8857-c0_g1_i1","Pc21g12260"
"TR9747-c0_g1_i1","Pc21g12260"
"TR960-c0_g1_i1","Pc21g12450"
"TR6291-c0_g1_i1","Pc21g12680"
"TR14379-c0_g1_i1","Pc21g12760"
"TR3368-c0_g1_i1","Pc21g12770"
"TR6342-c0_g1_i1","Pc21g12770"
"TR13432-c0_g1_i1","Pc21g12770"
"TR3398-c0_g1_i1","Pc21g12770"
"TR2615-c2_g1_i1","Pc21g12780"
"TR2615-c0_g1_i1","Pc21g12780"
"TR2615-c1_g1_i1","Pc21g12780"
"TR9114-c0_g1_i1","Pc21g12790"
"TR12308-c0_g1_i1","Pc21g12790"
"TR46-c0_g1_i1","Pc21g12950"
"TR12793-c0_g1_i1","Pc21g12950"
"TR11903-c0_g1_i1","Pc21g12990"
"TR10966-c0_g1_i1","Pc21g12990"
"TR12338-c0_g1_i1","Pc21g13070"
"TR11789-c1_g1_i1","Pc21g13070"
"TR14404-c0_g1_i1","Pc21g13070"
